estimate,se,lower,upper,p,df,m,within_variance,between_variance,term,scale
550.6621782760365,3.248693448399708,544.2948239141889,557.029532637884,0.0,239296.37154239675,2,10.53243419102165,0.014383287102355978,intercept,difference
8.429858360147268,0.7403164049327434,6.978864869269268,9.880851851025268,4.8635369315155334e-30,38469779828.83311,2,0.5480655851005406,1.8628746673821922e-06,cec,difference
-19.07659640785179,1.7456487809768,-22.49800519359205,-15.655187622111526,8.461957615530905e-28,91276161.23964296,2,3.0469707073829637,0.00021263942854962039,age,difference
1.0872187229387793,1.9896718443034322,-2.8124667440299156,4.986904189907475,0.5847695938160149,15173051.335512217,2,3.9577777374376883,0.0006775403840891281,age_rcs,difference
0.7909040328105801,1.4877006671463493,-2.124935724857229,3.7067437904783898,0.5949833418951154,116534857.97835143,2,2.21304825174167,0.00013668219068205237,sex_2,difference
-0.11528397757024245,2.1027959707308086,-4.236688352479937,4.006120397339452,0.9562785695767834,916755043.0947112,2,4.4216048559359935,9.735905715385137e-05,smoking_2,difference
-1.2043390876883673,2.11980409385838,-5.3590787659568235,2.9504005905800894,0.5699419619589576,197452866595.42688,2,4.493559283810877,6.7416852464877345e-06,smoking_3,difference
-3.8024417068101726,2.0578776678357045,-7.835807834497588,0.23092442087724274,0.06463864133034931,345246839.7677672,2,4.234632580071762,0.00015194380343736336,smoking_4,difference
3.2374935949572468,2.1400540542068067,-0.9569352795720834,7.431922469486577,0.13032811562551364,1531431250.7482781,2,4.579714323976162,7.80206338849125e-05,drinking_2,difference
1.0294862219891576,2.036282312988799,-2.9615537763201503,5.020526220298466,0.6131575211673492,1935849744.0654297,2,4.146351417132522,6.282737232677141e-05,drinking_3,difference
0.980611830423554,2.085015495624071,-3.1059434482182744,5.067167109065382,0.6381307471133966,461437848510.583,2,4.3472832172578455,4.266489763387696e-06,drinking_4,difference
-1.3927364091505732,1.49778819558202,-4.330859236557767,1.5453864182566206,0.352601034097318,1415.716041980705,2,2.183746629005123,0.03974856654648049,hypertension_2,difference
-0.45151332893017465,1.4869269025924776,-3.365836542676792,2.4628098848164433,0.7613904686148674,95279181.42634486,2,2.2107251073826473,0.00015100418040820394,diabetes_2,difference
-3.907787906983902,1.4960748379112074,-6.84004070749872,-0.975535106469084,0.00900071390239042,110038380989.69614,2,2.238233173260803,4.498246828314569e-06,prior_stroke_2,difference
0.1411761600041765,0.24956103382779232,-0.34795713943345863,0.6303094594418116,0.5715997138397996,222467.9552974785,2,0.062148665255972,8.802956614966816e-05,bmi,difference
2.0156168240659684,2.32894197696874,-2.5493645193244547,6.580598167456392,0.3867965769757785,16301.35186794947,2,5.381488676147603,0.028321370626306918,education_2,difference
0.9515477612155848,2.3390192676241113,-3.632847369435001,5.535942891866171,0.6841440078761023,3452968.875457667,2,5.468066907481534,0.0019628178901997207,education_3,difference
3.1166748971612677,2.388203897109503,-1.5641640591619321,7.7975138534844675,0.1918854393992466,124983.2348971974,2,5.687384787637457,0.010755377687706636,education_4,difference
0.6981894015501886,2.390934071868404,-3.9879563822323503,5.384335185332728,0.7702749149612942,5093749.966484851,2,5.714032845665967,0.001688593570171924,education_5,difference
4.7421830825852105,2.5459597151457967,-0.24784553019816347,9.732211695368584,0.06251612719750003,153820.26001255415,2,6.46538378524183,0.011018057268958102,cysc,difference
0.6553348030803363,1.2587450205327941,-1.8117601654868332,3.122429771647506,0.6026276580650701,47698166.251703344,2,1.5842096101951055,0.0001529443473324876,ldl,difference
-1.619481955839945,1.3241283554644077,-4.214802328032228,0.9758384163523379,0.22131589830828186,41070.79959867565,2,1.7446643583076178,0.005767695624839293,tg,difference
-0.18185917517233297,1.5870045801928139,-3.292332387851728,2.9286140375070624,0.9087679569661861,2704211.503619421,2,2.517051970439682,0.001021044742191909,prior_statin_1,difference
0.5042846923791142,0.3689125502773661,-0.21877061966312283,1.2273400044213512,0.17164124863825947,16273668629.036892,2,0.13609540290027272,7.112345849546337e-07,sample_day,difference
-1.3876753790886238,1.2399787618566096,-3.817989094025178,1.0426383358479305,0.26309226925556567,28550186905.28474,2,1.5375382302195477,6.066423935095844e-06,lesion_ml,difference
0.28614639596795505,0.8233186852853258,-1.3275285786140705,1.8998213705499807,0.72817634953599,538956486.0231637,2,0.6778244591373676,1.9465601726579693e-05,icv_ml,difference
-2.170113354198134,2.9590606123215997,-7.969766161260177,3.629539452863909,0.46332722698449574,12127162.833320456,2,8.75352534357864,0.0016762425429596856,hdl,difference
