estimate,se,lower,upper,p,df,m,within_variance,between_variance,term,scale,ratio,ratio_lower,ratio_upper
-1.7814792691470867,0.2731444556807125,-2.3168798309376957,-1.2460787073564776,7.175386486384668e-11,13710.233102031129,2,0.07397071334016522,0.0004247868859649858,dependent:intercept,relative_probability_ratio,0.1683888704795072,0.09858069467275912,0.2876304716201149
0.48765104722481045,0.08819862315512854,0.31478492235473277,0.6605171720948881,3.2204345097231464e-08,39156773346515.95,2,0.007778995883320029,8.287602321431755e-10,dependent:wmh_ml,relative_probability_ratio,1.6284864859336121,1.3699646305017157,1.9357932137979261
-0.0862227655407898,0.17048064141151142,-0.4203587062096941,0.24791317512811456,0.6130231867444607,17252907.784075256,2,0.029056651981417048,4.664743108864475e-06,dependent:albuminuria_1,relative_probability_ratio,0.9173898456108882,0.6568111753068302,1.2813486744296225
0.07017798272501198,0.1723115208625264,-0.26754642130048845,0.4079023867505124,0.6838068464133076,14088886.768493202,2,0.02968334997045427,5.273501001736535e-06,dependent:albuminuria_2,relative_probability_ratio,1.0726990861712984,0.7652548056749904,1.503660376830672
0.19235547706022815,0.1444987854892577,-0.09085694555006046,0.47556789967051677,0.18312619139545439,47336499.58551225,2,0.02087686420613443,2.023201157390798e-06,dependent:albuminuria_3,relative_probability_ratio,1.2121013146030388,0.913148331488389,1.608927647568172
0.1838813529671794,0.13674296209029918,-0.08412992812287667,0.45189263405723545,0.1787148302875877,1278421345.4819505,2,0.018698114715824877,3.4864360274667603e-07,dependent:age,relative_probability_ratio,1.2018732159456127,0.9193118038781753,1.57128323721477
-0.10246310913361659,0.15505003132004247,-0.4063555924349741,0.2014293741677409,0.5087155653673955,60177466.49733207,2,0.02403741317530817,2.066024691989184e-06,dependent:age_rcs,relative_probability_ratio,0.9026114472570318,0.6660732746911319,1.2231498480362022
0.01287766561226076,0.1124295534982127,-0.20748021004788036,0.23323554127240187,0.9088098485108309,46587492493.21668,2,0.012640345936404578,3.904226859346813e-08,dependent:sex_2,relative_probability_ratio,1.012960939823287,0.812629323509372,1.2626788572881755
-0.037031868508596064,0.16236828876127726,-0.35526792077821334,0.2812041837610212,0.8195892771625116,7124271.640388694,2,0.02635358403292179,6.584774895818098e-06,dependent:smoking_2,relative_probability_ratio,0.9636454249172007,0.7009856094374141,1.3247240634641892
0.13028578673481445,0.15643420510914735,-0.17631962145954788,0.4368911949291768,0.40493092181131246,1611522398.8775146,2,0.024471050927698433,4.064002882336816e-07,dependent:smoking_3,relative_probability_ratio,1.1391538918806043,0.8383499858643899,1.5478876498682699
0.22924984006305232,0.16017425752928638,-0.08468595193775852,0.5431856320638632,0.1523578151673499,23758995.23820812,2,0.025650529314124915,3.5089739554923577e-06,dependent:smoking_4,relative_probability_ratio,1.2576562126690929,0.918800786703942,1.7214821451549596
