estimate,se,lower,upper,p,df,m,within_variance,between_variance,term,scale,ratio,ratio_lower,ratio_upper
-2.155190706254258,0.3463566154429989,-2.834037199811005,-1.4763442126975108,4.894152382637525e-10,554690488.3067745,2,0.11995781149891845,3.395708140658829e-06,dependent:intercept,relative_probability_ratio,0.11588108925704083,0.05877508726595209,0.22847140637385724
0.20660342509360585,0.06436143945064902,0.0804573210791878,0.3327495291080239,0.0013271200206046848,218746209.0018191,2,0.004142114808719464,1.8671962673147133e-07,dependent:wmh_ml,relative_probability_ratio,1.2294948882653962,1.0837825909838088,1.394797898440613
-0.4278211873655738,0.06971480181916843,-0.5644596916636969,-0.29118268306745065,8.423598185098797e-10,46675932.39245089,2,0.004859442209668578,4.7425534490138357e-07,dependent:gm119_ml,relative_probability_ratio,0.6519279773360778,0.5686673194593689,0.7473791320337626
-0.08506628191048579,0.14779441561943144,-0.3747380401841829,0.20460547636321133,0.564904729191517,13208842.11019429,2,0.02183717916093439,4.006751569899571e-06,dependent:age,relative_probability_ratio,0.9184514056700441,0.6874693445478239,1.2270408728292004
0.1900993428688699,0.16301440666978426,-0.1294030549210858,0.5096017406588256,0.24355359741825952,12177675.747975657,2,0.02656608178427741,5.076665082928902e-06,dependent:age_rcs,relative_probability_ratio,1.2093697339487057,0.8786197621497698,1.66462810922053
0.17829511593408404,0.12167777508719899,-0.06018895353327419,0.41677918540144226,0.14283759389309783,22949957.07715722,2,0.014802390430010186,2.060346773864405e-06,dependent:sex_2,relative_probability_ratio,1.1951779852613715,0.9415866006591724,1.5170674852991983
0.09556169765323484,0.1710883539057483,-0.23976538548285503,0.43088878078932474,0.5764677064217871,5691873.897592994,2,0.029258955726511753,8.179410444550427e-06,dependent:smoking_2,relative_probability_ratio,1.1002767044303938,0.7868124370336044,1.538624415847285
0.17509706867219316,0.1675411980847557,-0.1532776629347053,0.5034718002790917,0.2959774201077106,22797477.306643166,2,0.028064174104715556,3.919300639862534e-06,dependent:smoking_3,relative_probability_ratio,1.1913618549131972,0.8578914840709035,1.6544552495230356
0.0005001399459059017,0.1740960830493492,-0.34072192375420207,0.3417222036460139,0.9977078554409433,37295220.33850877,2,0.0303044830515722,3.308721035796873e-06,dependent:smoking_4,relative_probability_ratio,1.000500265036742,0.7112566642925057,1.4073692811501415
0.24471759295751738,0.1761556047230033,-0.1005410480257784,0.5899762339408132,0.164768098783601,8140339773.443844,2,0.031030453144055677,2.2928751420325892e-07,dependent:drinking_2,relative_probability_ratio,1.2772605548911535,0.9043479899512696,1.8039455422118698
0.11218891221976511,0.17237383761165154,-0.22565760137654545,0.4500354258160757,0.5151455674447573,789562269729.2316,2,0.02971270645425856,2.2292472966851548e-08,dependent:drinking_3,relative_probability_ratio,1.118724181352289,0.7979912860118925,1.5683677452133198
0.2587752736023995,0.17102137904998482,-0.07642047196289525,0.5939710191676942,0.13025006610026624,198784281.18055254,2,0.029246237609597436,1.3829883741041127e-06,dependent:drinking_4,relative_probability_ratio,1.2953426744240486,0.9264265882472956,1.8111663303602783
0.28682464350716574,0.1225868012352015,0.046514965542426234,0.5271343214719053,0.01932531449474,6616.116547206113,2,0.014842773239400694,0.00012316706511873807,dependent:hypertension_2,relative_probability_ratio,1.3321905847233912,1.0476137570593462,1.6940706840346642
-0.0421181448898972,0.12165803690149546,-0.2805635271395636,0.19632723735976923,0.7291915990871034,25111687.482316278,2,0.014797724397266064,1.969030306377516e-06,dependent:diabetes_2,relative_probability_ratio,0.9587565016996248,0.75535795678765,1.2169250635294713
0.1978298414390492,0.12179817228792619,-0.040890191388349234,0.43654987426644765,0.10432393669937104,164145368.811806,2,0.014833636882886409,7.719265286279721e-07,dependent:prior_stroke_2,relative_probability_ratio,1.2187549945807354,0.959934533238969,1.547359413983826
