wmh_ml,gm119_ml,state,probability,lower,upper,ci
6.9056999121904425,521.6908315112105,independent,0.6480303175771343,0.6148136872696603,0.6798739851786023,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
6.9056999121904425,521.6908315112105,dependent,0.23590209109298738,0.20799814470381175,0.2662908445334228,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
6.9056999121904425,521.6908315112105,dead,0.11606759132987834,0.0964266984003232,0.13909324464600503,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
6.9056999121904425,552.0886282771164,independent,0.6921152971897575,0.6637745024050764,0.7190782335531054,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
6.9056999121904425,552.0886282771164,dependent,0.18417961797858579,0.1621971115162898,0.20840031964565425,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
6.9056999121904425,552.0886282771164,dead,0.12370508483165685,0.10475785000726907,0.14552219904456315,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
6.9056999121904425,578.5227649844232,independent,0.7242242390372928,0.6914166979823885,0.7547808487187544,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
6.9056999121904425,578.5227649844232,dependent,0.14660121557963646,0.12412784847730365,0.17234278232487746,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
6.9056999121904425,578.5227649844232,dead,0.12917454538307066,0.10618262870513162,0.15627450859899872,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
11.14881746314293,521.6908315112105,independent,0.6150424313038954,0.5862345594820977,0.6430657877972276,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
11.14881746314293,521.6908315112105,dependent,0.2593687688522286,0.23456502269007568,0.2858159759309507,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
11.14881746314293,521.6908315112105,dead,0.12558879984387614,0.10819274839171,0.14532611886744495,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
11.14881746314293,552.0886282771164,independent,0.661310764424094,0.6389501997073119,0.6829736037850485,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
11.14881746314293,552.0886282771164,dependent,0.20395750299372567,0.18560169987793912,0.22363018253483424,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
11.14881746314293,552.0886282771164,dead,0.13473173258218032,0.11958574566534298,0.15146599332020416,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
11.14881746314293,578.5227649844232,independent,0.6954166907634254,0.6673956475684292,0.7220601582262378,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
11.14881746314293,578.5227649844232,dependent,0.16321356452893648,0.14249534397942304,0.18628970669269224,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
11.14881746314293,578.5227649844232,dead,0.14136974470763813,0.12138013158572,0.16403675563202247,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
17.129297344154708,521.6908315112105,independent,0.5833344937552993,0.5490882656116927,0.6167949540639327,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
17.129297344154708,521.6908315112105,dependent,0.28208732301171013,0.25185905271394804,0.314418873486918,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
17.129297344154708,521.6908315112105,dead,0.13457818323299053,0.11434457391930174,0.15775444300567537,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
17.129297344154708,552.0886282771164,independent,0.6313408192023293,0.6039489732093817,0.6579112537467129,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
17.129297344154708,552.0886282771164,dependent,0.22336599886634284,0.2006742503442593,0.24782811771979507,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
17.129297344154708,552.0886282771164,dead,0.1452931819313278,0.12751418760783625,0.16508203195101934,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
17.129297344154708,578.5227649844232,independent,0.667143579693215,0.6355284244947994,0.6973224463685651,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
17.129297344154708,578.5227649844232,dependent,0.1796825953351304,0.15585565368993057,0.20626210359272948,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
17.129297344154708,578.5227649844232,dead,0.15317382497165466,0.13100542008818056,0.17832372213780395,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
