wmh_ml,gm119_ml,state,probability,lower,upper,ci
7.242414475577438,522.1024302451424,independent,0.6609916403384404,0.6279795468743958,0.6925087174375737,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
7.242414475577438,522.1024302451424,dependent,0.21032542508206076,0.18379125380057096,0.23956599526571443,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
7.242414475577438,522.1024302451424,dead,0.1286829345794989,0.1081334989996966,0.1524699249190537,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
7.242414475577438,549.1101528926541,independent,0.7170105471348026,0.6900012025427886,0.7425446933346282,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
7.242414475577438,549.1101528926541,dependent,0.15952711537733757,0.1397026770467352,0.18157099254326162,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
7.242414475577438,549.1101528926541,dead,0.1234623374878598,0.10537156604501917,0.14415855033516403,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
7.242414475577438,575.9714616641468,independent,0.76448793359281,0.7346534951231192,0.7919180248637049,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
7.242414475577438,575.9714616641468,dependent,0.11895317674977562,0.10007432060881001,0.14083613760798036,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
7.242414475577438,575.9714616641468,dead,0.1165588896574144,0.09606552289389941,0.14074335321115522,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
10.800664711870937,522.1024302451424,independent,0.6162482025157863,0.5870908329428439,0.6445930546494426,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
10.800664711870937,522.1024302451424,dependent,0.24596195269307042,0.22117549550814056,0.2725540652552867,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
10.800664711870937,522.1024302451424,dead,0.1377898447911434,0.11961351091532263,0.15823180980929388,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
10.800664711870937,549.1101528926541,independent,0.6770166526149494,0.6544594412838672,0.6987790653554165,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
10.800664711870937,549.1101528926541,dependent,0.1891360073171546,0.17116345750735643,0.20852093906911343,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
10.800664711870937,549.1101528926541,dead,0.13384734006789595,0.118629802130408,0.15068321138309704,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
10.800664711870937,575.9714616641468,independent,0.7296086072333264,0.7023039145116401,0.7552815687760488,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
10.800664711870937,575.9714616641468,dependent,0.14269540697402952,0.12362697610485399,0.16415407607858823,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
10.800664711870937,575.9714616641468,dead,0.12769598579264402,0.10873599126738927,0.14940777785007273,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
16.98056057103384,522.1024302451424,independent,0.5607008646082894,0.5264277184646597,0.5944046778134029,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
16.98056057103384,522.1024302451424,dependent,0.2917756268770535,0.2612751986041588,0.3242736360358111,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
16.98056057103384,522.1024302451424,dead,0.14752350851465712,0.1265674362498344,0.1712689546595232,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
16.98056057103384,549.1101528926541,independent,0.6261063296502147,0.598031580356167,0.653356825133053,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
16.98056057103384,549.1101528926541,dependent,0.22830536198235035,0.20519132217576716,0.2531936762793525,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
16.98056057103384,549.1101528926541,dead,0.14558830836743486,0.1273426597493042,0.16595104984808084,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
16.98056057103384,575.9714616641468,independent,0.6842897890266133,0.6520751453345558,0.7148261204353009,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
16.98056057103384,575.9714616641468,dependent,0.17489518006414184,0.151104812926556,0.2015418962642247,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
16.98056057103384,575.9714616641468,dead,0.1408150309092448,0.11891509308764484,0.16598834336457632,mean probability; Rubin variance; logit-delta pointwise CI; covariate distribution fixed
