estimate,se,lower,upper,p,df,m,within_variance,between_variance,term,scale,ratio,ratio_lower,ratio_upper
0.24646886668239995,0.07501817933756574,0.09943593646732465,0.3935017968974752,0.001018177464219871,337256684.0509514,2,0.005627420785970058,2.0429676874485396e-07,sbp3,HR,1.2794993475379417,1.104547707245163,1.482161947022762
-0.12266554888934765,0.07429539053769392,-0.2682818388596788,0.022950741080983536,0.09872796954866163,589237804.0524628,2,0.0055195776614430005,1.515958036393479e-07,sbp3_rcs,HR,0.8845594549861692,0.7646922307427392,1.0232161357850413
0.11735519060464399,0.1158730468695413,-0.10975180886143408,0.34446219007072204,0.3111599534011409,334059007.13123965,2,0.013425828386878462,4.89735968300479e-07,wmh_ml,HR,1.1245187772685161,0.8960565009839888,1.4112307416338625
-0.010535629302621263,0.09951631860288546,-0.2055840298862525,0.18451277128100999,0.915686799162581,952078734.3320168,2,0.009903176707339891,2.1397395407683476e-07,wmh_ml_rcs,HR,0.9895196760438328,0.814171676939228,1.202632340342365
-0.0877296878780757,0.08335228207842182,-0.25109716050173286,0.07563778474558147,0.29256245032872924,114913187.4903074,2,0.006946954815693955,4.3207465789580233e-07,age,HR,0.9160084514488052,0.7779467821871874,1.0785718282253183
0.10634224093416467,0.09746883954996705,-0.08469317544426341,0.29737765731259275,0.2752560138028515,185634503.1677511,2,0.00949947741119302,4.6484801613372595e-07,age_rcs,HR,1.1122024525848127,0.9187941497644535,1.3463236524229005
0.004848954445261486,0.07499568911887589,-0.14213989561857998,0.15183780450910295,0.9484475442630806,450311493.8729729,2,0.005624088343570391,1.7669522979209647e-07,sex_2,HR,1.004860729649651,0.8674998885631631,1.1639714302032549
-0.07433498312435721,0.10336723679714159,-0.2769310444446039,0.12826107819588947,0.47205783173719157,14928674908.364214,2,0.010684698194008718,5.82993784158418e-08,smoking_2,HR,0.928360656594805,0.7581067709816433,1.1368497706426715
-0.18598578325895068,0.10425932137501467,-0.3903302982621748,0.018358731744273438,0.07444368865192146,4447737919.168234,2,0.010869843103866286,1.0865980820421471e-07,smoking_3,HR,0.8302853988505388,0.6768332807174758,1.0185282892910181
-0.074450200569712,0.10472316963814772,-0.2797038423378605,0.13080344119843648,0.4771314167205393,266987242.77170625,2,0.010966271077058967,4.474546675315937e-07,smoking_4,HR,0.9282536994133692,0.7560076057496048,1.1397437326311661
0.0003335883524136602,0.10916042786820414,-0.2136169188062611,0.2142840955110884,0.9975617118128256,21138941780132.71,2,0.011915996420644882,1.7278163453677187e-09,drinking_2,HR,1.0003336439991957,0.807657724253017,1.2389745919191233
0.09942008257105624,0.10433790927799533,-0.1050784618932442,0.30391862703535666,0.3406577924979358,4325565762.838436,2,0.010886233787806543,1.1034979776006135e-07,drinking_3,HR,1.1045301959991998,0.9002538841909367,1.3551587783155639
0.008186893640244195,0.10564169456009972,-0.19886702297138914,0.21524081025187752,0.9382283341000014,31105009954.4711,2,0.011160104351121226,4.2185605450862053e-08,drinking_4,HR,1.0082204978962068,0.8196588818888659,1.2401605043741832
-0.1034777391193451,0.07537675715746765,-0.2512273844031299,0.04427190616443971,0.1698363124828511,12850.738593089025,2,0.005631535543605013,3.3413317313893084e-05,hypertension_2,HR,0.9016960950676001,0.777845481518159,1.0452665306652906
0.02858654877524679,0.07477502615613198,-0.11796980943402265,0.17514290698451623,0.7022382965152911,843710593032.7502,2,0.005591298449466688,4.058122356037295e-09,diabetes_2,HR,1.0289990655895351,0.8887228832564418,1.191416466181627
-0.0207603953627555,0.07481567727826098,-0.1673964283087709,0.1258756375832599,0.7814060067456727,107418411549.06639,2,0.005597368488256825,1.1385565381179888e-08,prior_stroke_2,HR,0.9794536180851608,0.8458642203400185,1.1341411149823586
0.0004213666775151949,0.012650505605713444,-0.02437333298319538,0.025216066338225773,0.9734287813644424,182671.62318101572,2,0.00015966085381633342,2.49625509235897e-07,bmi,HR,1.000421455464924,0.9759212981291072,1.025536680543017
-0.13062849887640604,0.13020985200913424,-0.38587625218645877,0.12461925443364669,0.3157893735758765,7510.817959635985,2,0.01675897167834521,0.0001304225879302825,cysc,HR,0.8775437223211288,0.6798546510016387,1.1327170939415494
