wmh_percentile,wmh_ml,sbp,reference_sbp,local_n,support_min,support_max,display,status,estimate,se,lower,upper,p,df,m,within_variance,between_variance,HR,HR_lower,HR_upper
25,7.161995425646603,105.46693521711336,140,577,105.78824578960443,166.1104986485884,continuous_central95,OUTSIDE_OBSERVED_SUPPORT,,,,,,,,,,,,
25,7.161995425646603,106.08341712596696,140,577,105.78824578960443,166.1104986485884,continuous_central95,ESTIMATED,-0.06077068296142456,0.22227965233996272,-0.4964308193969811,0.37488945347413194,0.7845477400653446,22579727.344062325,2.0,0.049397846077620225,6.931844502981312e-06,0.9410390113142777,0.6086993450910606,1.454830579262206
25,7.161995425646603,106.69989903482055,140,577,105.78824578960443,166.1104986485884,continuous_central95,ESTIMATED,-0.06028421642738577,0.2173765487399372,-0.4863344458209927,0.36576601296622113,0.7815296312479688,22637516.472728524,2.0,0.04724263253031437,6.6209411812798374e-06,0.9414969066668595,0.6148761301693518,1.4416178832948425
25,7.161995425646603,107.31638094367415,140,577,105.78824578960443,166.1104986485884,continuous_central95,ESTIMATED,-0.05979774989334695,0.2124769405520316,-0.47624492312589145,0.3566494233391975,0.7783792977855766,22699664.404989954,2.0,0.04513697450988782,6.317170975827233e-06,0.9419550248243956,0.6211113390858374,1.428534971037304
25,7.161995425646603,107.93286285252775,140,577,105.78824578960443,166.1104986485884,continuous_central95,ESTIMATED,-0.05931128335930812,0.2075810752866711,-0.4661627364231367,0.34754016970452045,0.7750880914526092,22766616.95995528,2.0,0.04308087201634068,6.0205338866235955e-06,0.9424133658952997,0.6274051740651746,1.4155811729500465
25,7.161995425646603,108.54934476138133,140,577,105.78824578960443,166.1104986485884,continuous_central95,ESTIMATED,-0.0588248168252693,0.20268922416977042,-0.4560884173056883,0.3384387836551497,0.7716466175380631,22838878.422849674,2.0,0.04107432504967294,5.731029913668731e-06,0.9428719299880378,0.6337577994641497,1.4027558747380062
25,7.161995425646603,109.16582667023494,140,577,105.78824578960443,166.1104986485884,continuous_central95,ESTIMATED,-0.058338350291230495,0.19780168502434445,-0.4460225494958602,0.32934584891339924,0.7680446558493275,22917021.01265853,2.0,0.03911733360988453,5.448659056962828e-06,0.943330717211129,0.6401693364030883,1.3900585226933562
25,7.161995425646603,109.78230857908854,140,577,105.78824578960443,166.1104986485884,continuous_central95,ESTIMATED,-0.05785188375719167,0.19291878557815537,-0.43596577532818825,0.32026200781380487,0.764271072034463,23001696.193273835,2.0,0.037209897696975525,5.1734213165058355e-06,0.9437897276731453,0.6466398565936026,1.3774886298435478
25,7.161995425646603,110.39879048794212,140,577,105.78824578960443,166.1104986485884,continuous_central95,ESTIMATED,-0.05736541722315285,0.1880408872718494,-0.4259188032132414,0.31118796876693566,0.7603137179293711,23093648.251380183,2.0,0.03535201731094593,4.905316692297577e-06,0.9442489614827112,0.6531693752220649,1.3650457830452476
25,7.161995425646603,111.01527239679572,140,577,105.78824578960443,166.1104986485884,continuous_central95,ESTIMATED,-0.05687895068911404,0.18316838965709165,-0.41588241625780636,0.3021245148795783,0.7561593194660635,23193730.677215677,2.0,0.033543692451795656,4.6443451843382314e-06,0.9447084187485044,0.6597578427197714,1.3527296511932079
25,7.161995425646603,111.63175430564932,140,577,105.78824578960443,166.1104986485884,continuous_central95,ESTIMATED,-0.0563924841550752,0.17830173549271394,-0.40585748225315443,0.29307251394300404,0.7517933504925208,23302926.03179651,2.0,0.031784923119524786,4.390506792627754e-06,0.9451680995792553,0.666405135215785,1.3405399947480785
25,7.161995425646603,112.24823621450292,140,577,105.78824578960443,166.1104986485884,continuous_central95,ESTIMATED,-0.05590601762103638,0.17344141666974766,-0.395844965287891,0.28403293004581825,0.7471998906563341,23422370.178199533,2.0,0.030075709314133274,4.143801517166225e-06,0.9456280040837471,0.673111043425271,1.328476676830347
