wmh_percentile,wmh_ml,sbp,reference_sbp,local_n,support_min,support_max,display,status,estimate,se,lower,upper,p,df,m,within_variance,between_variance,HR,HR_lower,HR_upper
25,6.92631279343044,107.51131237820402,140,577,110.43387240009477,163.6027393680192,continuous_central95,OUTSIDE_OBSERVED_SUPPORT,,,,,,,,,,,,
25,6.92631279343044,108.09919219201929,140,577,110.43387240009477,163.6027393680192,continuous_central95,OUTSIDE_OBSERVED_SUPPORT,,,,,,,,,,,,
25,6.92631279343044,108.68707200583455,140,577,110.43387240009477,163.6027393680192,continuous_central95,OUTSIDE_OBSERVED_SUPPORT,,,,,,,,,,,,
25,6.92631279343044,109.27495181964983,140,577,110.43387240009477,163.6027393680192,continuous_central95,OUTSIDE_OBSERVED_SUPPORT,,,,,,,,,,,,
25,6.92631279343044,109.86283163346509,140,577,110.43387240009477,163.6027393680192,continuous_central95,OUTSIDE_OBSERVED_SUPPORT,,,,,,,,,,,,
25,6.92631279343044,110.45071144728036,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.5026549055807323,0.2118925888721597,-0.9179567484290381,-0.0873530627324266,0.017681769521384887,7400860405.350138,2.0,0.04489794731518336,3.479358418259402e-07,0.6049225137616948,0.3993341481921264,0.9163535082397012
25,6.92631279343044,111.03859126109562,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.4915948715871248,0.20671000913362605,-0.8967390447995681,-0.08645069837468145,0.017398042584330916,7363974947.895156,2.0,0.04272852994766549,3.319522388548186e-07,0.6116501124837218,0.4078976292345986,0.9171807661725344
25,6.92631279343044,111.6264710749109,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.4805348375935169,0.20153141934341692,-0.8755291613251115,-0.08554051386192224,0.01710623049647728,7326019995.977389,2.0,0.040614438465898635,3.163444490212522e-07,0.6184525316720649,0.4166414907726166,0.9180159499293076
25,6.92631279343044,112.21435088872616,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.46947480359990934,0.19635713518635214,-0.8543277167365462,-0.08462189046327256,0.016806074143832065,7286965967.753374,2.0,0.03855567286988288,3.011124723254596e-07,0.6253306034367248,0.42556919798192083,0.918859648322458
25,6.92631279343044,112.80223070254142,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.4584147696063017,0.191187506244737,-0.833135396202599,-0.08369414301000433,0.016497314785203502,7246785093.373031,2.0,0.0365522331596182,2.8625630876725994e-07,0.6322851691419493,0.43468424014363916,0.9197125135817134
25,6.92631279343044,113.39011051635669,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.44735473561269407,0.1860229206281905,-0.8119529604041453,-0.08275651082124275,0.016179696554863267,7205452256.931241,2.0,0.034604119335104544,2.717759583465304e-07,0.6393170795091535,0.4439901238385629,0.9205752700497642
25,6.92631279343044,113.97799033017196,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.43629470161908623,0.1808638103753029,-0.7907812561212613,-0.08180814711691115,0.015852969608025343,7162946069.526274,2.0,0.03271133139634194,2.5767142106340023e-07,0.6464271947209842,0.4534903647264871,0.9214487243336899
25,6.92631279343044,114.56587014398723,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.4252346676254787,0.17571065777970274,-0.7696212286320888,-0.08084810661886854,0.015516894053639924,7119250236.633824,2.0,0.030873869343330432,2.439426969178694e-07,0.6536163845265428,0.4631884776223883,0.92233377720124
25,6.92631279343044,115.15374995780249,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.414174633631871,0.17056400282811385,-0.748473936291158,-0.07987533097258404,0.015171244851814644,7074355301.648913,2.0,0.029091733176069962,2.3058978590993794e-07,0.6608855283477777,0.47308796451458074,0.923231437577736
25,6.92631279343044,115.74162977161775,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.40311459963826335,0.16542445198214387,-0.7273405677413771,-0.07888863153514963,0.014815817893806899,7028260872.406835,2.0,0.027364922894560557,2.1761268803971574e-07,0.6682355153870604,0.4831923000858095,0.924142839083549
25,6.92631279343044,116.32950958543303,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.39205456564465546,0.16029268859154847,-0.7062224623236554,-0.07788666896565555,0.014450437533001433,6980978470.808021,2.0,0.025693438498802172,2.050114033070153e-07,0.6756672447359571,0.49350491419133774,0.9250692596590417
25,6.92631279343044,116.9173893992483,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.38099453165104785,0.1551694852981489,-0.6851211343881352,-0.07686792891396055,0.014074965898182778,6932535190.481807,2.0,0.02407727998879488,1.9278593171187767e-07,0.683181625485211,0.5040291706115458,0.9260121449604123
25,6.92631279343044,117.50526921306356,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.36993449765744035,0.15005571888118271,-0.6640383023905434,-0.07583069292433736,0.013689314399121431,6882978408.755245,2.0,0.022516447364538658,1.809362732543394e-07,0.6907795768359476,0.5147683412211851,0.9269731363852817
25,6.92631279343044,118.09314902687882,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.35887446366383263,0.14495238811304692,-0.6429759238888053,-0.0747730034388599,0.01329345793350207,6832381882.96578,2.0,0.02101094062603348,1.6946242793446506e-07,0.6984620282121163,0.52572557449081,0.9279541048135012
25,6.92631279343044,118.6810288406941,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.34781480154733646,0.13986094644584657,-0.6219372194738111,-0.07369238362086189,0.012887556490922575,6780866829.075001,2.0,0.01956084679330792,1.5836494669249885e-07,0.7062296567434888,0.536903329906972,0.9289574124087572
25,6.92631279343044,119.26890865450936,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.3367596654914395,0.13478613322744254,-0.6009356322801643,-0.07258369870271464,0.01247292500814398,6728730161.575325,2.0,0.018167080235833154,1.4764971515812512e-07,0.7140804374524956,0.5482983903536498,0.9299879046215279
25,6.92631279343044,119.85678846832462,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.3257154154522508,0.12973452702672572,-0.579990416022069,-0.07144041488243252,0.01205158869564918,6676390475.9068365,2.0,0.016830841515625927,1.3732481486431746e-07,0.7220106312662279,0.5599037326447049,0.9310517527702482
25,6.92631279343044,120.44466828213989,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.3146884389191681,0.12471267389905064,-0.5591207882216573,-0.07025608961667887,0.01162566563293683,6624314817.291385,2.0,0.015553059935445588,1.273970702387889e-07,0.730016283503597,0.5717114984264804,0.9321550741014804
25,6.92631279343044,121.03254809595516,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.30368512338158926,0.1197270494162247,-0.5383458282558476,-0.06902441850733088,0.011197352047202817,6573023769.842466,2.0,0.01433438955389615,1.1787201264033375e-07,0.738093238167367,0.5837130157892226,0.9333038899120745
25,6.92631279343044,121.62042790977043,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.29271185632891283,0.11478404213104025,-0.5176844449474237,-0.06773926771040198,0.010768914367043334,6523098611.42198,2.0,0.013175213197106295,1.0875388941832227e-07,0.7462371332284353,0.5958987881085451,0.9345040972084637
25,6.92631279343044,122.20830772358569,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.28177502525053644,0.10988993489351738,-0.4971553399455415,-0.0663947105555314,0.010342680483366283,6475189783.473617,2.0,0.012075647722387787,1.0004567580004827e-07,0.7544433961559929,0.6082584896313514,0.9357614364714506
25,6.92631279343044,122.79618753740095,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.2708810176358579,0.10505088365886044,-0.4767769661900888,-0.06498506908162707,0.009921030480833589,6430026968.127952,2.0,0.011035550533873024,9.174908960486956e-08,0.7627072397170612,0.6207809689991322,0.9370814547596609
25,6.92631279343044,123.38406735121623,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.26003622097427515,0.10027289338123348,-0.4565674806643527,-0.06350496128419755,0.009506387240911518,6388431139.879703,2.0,0.010054527350131036,8.386460878588707e-08,0.7710236580697,0.6334542620367934,0.938469463275396
25,6.92631279343044,123.9719471650315,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.2492470227551866,0.09556179053889749,-0.4365446905452792,-0.06194935496509399,0.009101207489326565,6351329055.333626,2.0,0.00913194122376242,7.639149179940728e-08,0.7793874231749074,0.6462656152780912,0.9399304883980804
25,6.92631279343044,124.55982697884676,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.23851981046798987,0.09092319178666124,-0.416725991763404,-0.06031362917257571,0.008707974071332393,6319770767.987273,2.0,0.008266922812972779,6.9327800801138e-08,0.7877930815529288,0.6592015218463488,0.9414692150654915
25,6.92631279343044,125.14770679266202,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.22786097160208313,0.08636246818361917,-0.39712829889050894,-0.05859364431365732,0.008329190492863165,6294950913.009409,2.0,0.007458381905125129,6.267042767019309e-08,0.7962349514102992,0.672247771456393,0.9430899212560452
25,6.92631279343044,125.73558660647728,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.21727689364686412,0.08188470440170853,-0.3777679651898619,-0.05678582210386632,0.007967379069843301,6278234710.668815,2.0,0.006705020192270894,5.64151228602886e-08,0.8047071201645098,0.6853895164428775,0.9447964022038379
25,6.92631279343044,126.32346642029256,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.20677396409173063,0.07749465228936969,-0.3586606916026644,-0.05488723658079686,0.007625084387501591,6271189898.496293,2.0,0.006005345298659693,5.0556527078377857e-08,0.8132034423936559,0.6986113558400037,0.9465918828727762
25,6.92631279343044,126.91134623410782,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.19635857042608112,0.07319667815233552,-0.33982142342029786,-0.05289571743186436,0.007304884192889275,6275626138.188645,2.0,0.005357686060227907,4.508820579045959e-08,0.8217175382388255,0.7118974396220913,0.9484789171424947
25,6.92631279343044,127.49922604792309,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.18603710013931332,0.06899470313071623,-0.3212642334255563,-0.05080996685307035,0.0070094103337737445,6293643872.895634,2.0,0.004760209056065832,4.000268655517578e-08,0.8302427922872864,0.7252315952415964,0.9504592721382505
25,6.92631279343044,128.08710586173837,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.175815940720825,0.06489213611149268,-0.3030021904035499,-0.048629691038100026,0.006741382922278675,6327695157.794052,2.0,0.004210936391863715,3.529149918430962e-08,0.8387723529647356,0.7385974785421717,0.9525337961979369
25,6.92631279343044,128.67498567555361,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.1657014796600148,0.060891798734842954,-0.2850472121568076,-0.046355747163221994,0.0065036615459601686,6380659675.053116,2.0,0.0037077647353365253,3.0945218730966656e-08,0.8472991324649746,0.7519787509425883,0.954702269147908
25,6.92631279343044,129.2628654893689,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.15570010444627969,0.056995842250941606,-0.267409902547595,-0.04399030634496437,0.0062993180672302525,6455939996.366192,2.0,0.0032484856036272634,2.69535113049452e-08,0.8558158072453618,0.7653592844381999,0.9569632338995566
25,6.92631279343044,129.85074530318417,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.14581820256901817,0.05320565628261154,-0.2500993726760017,-0.041537032462034634,0.006131736315133129,6557581177.552268,2.0,0.0028308069026893277,2.3305182715595838e-08,0.8643148191162485,0.7787233953986926,0.9593138089314526
25,6.92631279343044,130.43862511699942,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.13606216151762857,0.04952176997030969,-0.23312304712767204,-0.03900127590758509,0.0060047446972623115,6690420927.4285345,2.0,0.0024523757186473536,1.9988229941946626e-08,0.8727883769523537,0.7920561072990092,0.9617494820421247
25,6.92631279343044,131.0265049308147,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.12643836878150802,0.04594374653834809,-0.21648645732739433,-0.036390280235621714,0.0059227882408114125,6860277756.523342,2.0,0.0021108023611368268,1.6989895430319887e-08,0.8812284590536189,0.8053434413513817,0.9642638868988952
25,6.92631279343044,131.61438474462994,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.11695321185005544,0.04247007303630333,-0.20019302543623763,-0.03371339826387326,0.005891146360712903,7074185336.209249,2.0,0.0018036856586226106,1.4296724219170894e-08,0.8896268161825419,0.818572732468697,0.9668485654099791
25,6.92631279343044,132.20226455844522,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.1076130782126678,0.03909804787494872,-0.1842438439260253,-0.0309823124993103,0.005916200801909083,7340680969.666683,2.0,0.0015286395056959448,1.1894623891410142e-08,0.897974975304298,0.8317329660654487,0.9694927208275433
25,6.92631279343044,132.7901443722605,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.09842435535874357,0.03582366976932226,-0.16863745791175128,-0.028211252805735873,0.006005752765708449,7670152754.003643,2.0,0.0012833206623504227,9.768927354054603e-09,0.9062642440550885,0.8448151289138796,0.9721829687267188
25,6.92631279343044,133.37802418607575,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.08939343077768112,0.03264153277534955,-0.15336965942713912,-0.025417202128223126,0.006169375242053892,8075239596.17383,2.0,0.001065457805236551,7.904458445210645e-09,0.9144857159631542,0.8578125646936887,0.9749030955256135
25,6.92631279343044,133.96590399989103,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.08052669195887754,0.029544733190462406,-0.13843330495320613,-0.02262007896454895,0.006418757886672841,8571251532.048207,2.0,0.0008728818308950583,6.285600368488819e-09,0.9226302764456867,0.8707213221318993,0.9776338368859825
25,6.92631279343044,134.5537838137063,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.07183052639173126,0.026524795107964044,-0.12381816950750207,-0.019842883275960455,0.006767940244187027,9176513689.423092,2.0,0.0007035574109690412,4.896366954764711e-09,0.9306886096035096,0.8835404808784635,0.9803526910102749
25,6.92631279343044,135.14166362752155,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.06331132156564062,0.023571622347854263,-0.1095108524302557,-0.017111790701025545,0.007233196918649351,9912385633.545273,2.0,0.0005556157993947357,3.720476751252968e-09,0.93865120583386,0.8962724375752106,0.9830337844562189
25,6.92631279343044,135.72954344133683,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.054975464970002774,0.02067348552411903,-0.09549475203672628,-0.014456177903279264,0.007832046566331626,10802343837.218504,2.0,0.0004273888915710521,2.741429938050901e-09,0.9465083702798599,0.9089231316363683,0.9856478109396924
25,6.92631279343044,136.31742325515208,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.04682934301405925,0.017817055021813553,-0.08175012917094354,-0.01190855685717495,0.008580179394094414,11868608664.091042,2.0,0.0003174445357684894,1.9425878947295366e-09,0.9542502331640869,0.9215021864468561,0.98816206937587
25,6.92631279343044,136.90530306896736,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.038876785149826155,0.01498763863906964,-0.0682520170984115,-0.009501553201240808,0.009488765129048645,13129787438.728104,2.0,0.00022462735160744805,1.3069119234583965e-09,0.9618692184167998,0.9340250536296741,0.9905434439283994
25,6.92631279343044,137.49318288278263,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.03111358877287739,0.012170531043020714,-0.05496739129190019,-0.007259786253854594,0.01057404063920189,14614943282.560436,2.0,0.00014812060063104058,8.168253935365105e-10,0.9693654577893942,0.9465160121146118,0.9927665023393805
25,6.92631279343044,138.08106269659788,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.02353397823592561,0.009352102841642711,-0.041863762986616065,-0.00520419348523515,0.011854807003044563,16360523528.4375,2.0,8.746114377506344e-05,4.558570654969452e-10,0.9767407861761329,0.9590004230265807,0.9948093248688041
25,6.92631279343044,138.66894251041316,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.016132177891682385,0.00651993140676047,-0.028911008631444673,-0.0033533471519200976,0.01335026097976342,18408763249.057198,2.0,4.250919223922899e-05,2.0887308837977206e-10,0.9839972487774362,0.9715029159938777,0.9966522690372094
25,6.92631279343044,139.25682232422844,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.008902412092860352,0.003662837067793167,-0.01608144082739084,-0.0017233833583298651,0.015079294292327527,20808414395.11219,2.0,1.3416282378184452e-05,6.200467679382169e-11,0.9911370970485293,0.9840471751756589,0.9982781008140482
25,6.92631279343044,139.8447021380437,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,-0.001838905192172149,0.0007708943362132055,-0.003349830327113383,-0.00032798005723091495,0.017059727140449274,23615519471.963543,2.0,5.942742104561306e-07,2.578099645477377e-12,0.9981627845580585,0.9966557740947961,0.9996720737223483
25,6.92631279343044,140.0,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,0.0,0.0,0.0,0.0,,inf,2.0,0.0,0.0,1.0,1.0,1.0
25,6.92631279343044,140.43258195185896,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,0.00506411845767058,0.002164578969645845,0.0008216216352809735,0.009306615280060186,0.019307518858097134,26894219510.067753,2.0,4.685373545362287e-06,1.9046980520904437e-11,1.0050769627781144,1.0008219592587966,1.0093500564829858
25,6.92631279343044,141.0204617656742,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,0.011812434503954862,0.0051510512634069345,0.0017165595447599224,0.021908309463149804,0.02183600444546222,30717581434.959446,2.0,2.6533177727881587e-05,1.0092690972509033e-10,1.0118824768268342,1.0017180336764528,1.0221500586859977
25,6.92631279343044,141.6083415794895,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,0.018411818593969086,0.008194821724725146,0.0023502631532286156,0.034473374034709556,0.024655206042236956,35168424315.494255,2.0,6.715474500147524e-05,2.3873236797742333e-10,1.018582361184463,1.0023530271866512,1.0350744681523452
25,6.92631279343044,142.19622139330477,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,0.024868046375000633,0.011301076203742724,0.002718344028457678,0.04701774872154359,0.02777126316921177,40340117294.80478,2.0,0.00012771368748885743,4.239159617637302e-10,1.0251798354033863,1.002722042075682,1.0481406120704277
25,6.92631279343044,142.78410120712002,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,0.031186893494336877,0.014473951119361976,0.002818470585653196,0.05955531640302056,0.03118601561472372,46337314252.553215,2.0,0.00020949428779072426,6.488099703447085e-10,1.0316782998322946,1.002822446208055,1.0613644702205158
25,6.92631279343044,143.3719810209353,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,0.03737413559926614,0.017716602356483643,0.002650233051351876,0.07209803814718041,0.03489675977100568,53276581437.35543,2.0,0.0003138766392024551,9.065702044191898e-10,1.0380813313742308,1.0026537480234443,1.0747607064472853
25,6.92631279343044,143.95986083475054,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,0.043435548337075476,0.021031276619168572,0.002215003613791698,0.08465609306035926,0.038896184964115815,61286864549.79718,2.0,0.00044231280954872194,1.1911221764507315e-09,1.0443926792978402,1.0022174585465233,1.0883427137188393
25,6.92631279343044,144.54774064856582,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,0.04937690735505328,0.024419383167895457,0.0015157958204729954,0.09723801888963357,0.04317248274458795,70509731274.04279,2.0,0.0005963040286361221,1.497109582638436e-09,1.050616261120729,1.0015169452196357,1.102122668417991
25,6.92631279343044,145.1356204623811,140,577,110.43387240009477,163.6027393680192,continuous_central95,ESTIMATED,0.05520398830048685,0.027881564322887943,0.0005571263941740179,0.10985085020679969,0.04770961071310531,81099314396.07896,2.0,0.000777378899323693,1.8198450965553056e-09,1.0567561585833476,1.0005572816179087,1.1161115902310628
