estimate,se,lower,upper,p,df,m,within_variance,between_variance,term,scale,ratio,ratio_lower,ratio_upper
-2.0652315890880404,0.2798005457188218,-2.6136451155727345,-1.5168180626033463,1.5966889221711564e-13,45670.77963136968,2,0.07792201081630623,0.00024422304549617704,dependent:intercept,relative_probability_ratio,0.12678892423632784,0.07326698978129131,0.21940892285860136
0.2058564033835586,0.07986138906124937,0.04933095624835648,0.3623818505187607,0.009946859813444613,231092980.42448416,2,0.006377421916060118,2.796978214148442e-07,dependent:wmh_ml,relative_probability_ratio,1.2285767718606087,1.0505679852499903,1.4367474599906653
-0.00029501729809467585,0.16217226593949882,-0.3181468193135526,0.31755678471736326,0.9985485211303042,259454794.30679187,2,0.026298211080074123,1.0885065849376314e-06,dependent:albuminuria_1,relative_probability_ratio,0.9997050262152293,0.7274959701143481,1.3737672516356407
0.5764840258166548,0.15760939304179272,0.2675752890065522,0.8853927626267575,0.00025451301909216843,132446353.51525827,2,0.024838562314081193,1.4389739474037312e-06,dependent:albuminuria_2,relative_probability_ratio,1.7797697923802103,1.3067920132048931,2.423936236112004
0.06821412034537322,0.14713742992535941,-0.2201699699810919,0.35659821067183833,0.6429284797659508,12978258.11942983,2,0.021643413787966203,4.006331382563885e-06,dependent:albuminuria_3,relative_probability_ratio,1.0705945200068514,0.8023824054492077,1.4284618138243255
0.07848277372302143,0.13140197131479964,-0.1790603581722025,0.33602590561824536,0.5503255136611307,502248307.9885177,2,0.017265707615307928,5.136334049987559e-07,dependent:age,relative_probability_ratio,1.081644722290211,0.836055435096162,1.399375276023056
0.20600870039540453,0.14753693801381282,-0.0831583845143834,0.49517578530519246,0.1626183106203452,26126159168.72474,2,0.021767013410697165,8.977852965178866e-08,dependent:age_rcs,relative_probability_ratio,1.228763894680548,0.920205389393806,1.6407866398882358
0.1519096868482307,0.11004060576984712,-0.06376593827382526,0.36758531197028665,0.16743657985867488,267414606.67471159,2,0.012108194438110854,4.936533893712946e-07,dependent:sex_2,relative_probability_ratio,1.164055102199569,0.9382245762963362,1.4442430044902894
0.1201473585544098,0.15720432988029662,-0.18796746835066266,0.42826218545948225,0.4447033080073459,175419718.04751188,2,0.02471133542693371,1.2439374529397928e-06,dependent:smoking_2,relative_probability_ratio,1.127663010127667,0.8286416638742418,1.534588374985666
0.19840845397159051,0.15108881979209632,-0.0977211357207935,0.4945380436639745,0.1891194442255607,379513.1082240264,2,0.022790776086521095,2.4703586431639235e-05,dependent:smoking_3,relative_probability_ratio,1.2194603855490447,0.9069017710031425,1.639740575518483
