estimate,se,lower,upper,p,df,m,within_variance,between_variance,term,scale
548.636043630135,3.2121995180297445,542.3394170812791,554.9326701789909,0.0,9169.10387312552,2,10.210469714542654,0.0718373527252452,intercept,difference
6.869012250604101,0.7526653270056188,5.393815317253477,8.344209183954725,7.091284760238494e-20,236524846884.4384,2,0.5665039296387306,7.765584963376996e-07,cec,difference
-19.79371075761746,1.6075230183040132,-22.94439797790422,-16.643023537330702,7.693678761630011e-35,41553916074.09816,2,2.584117577612769,8.451176317100427e-06,age,difference
-0.5168495053718747,1.8530121239965933,-4.148686531922008,3.1149875211782585,0.7803031698512544,7317355727.754447,2,3.4336137914871054,2.676012750697421e-05,age_rcs,difference
-1.2847585495486733,1.4727645325407253,-4.171323991856764,1.6018068927594173,0.3830202793106384,4259163198.592256,2,2.1690021326357014,2.21571161329183e-05,sex_2,difference
-0.4195096638277134,2.1291354563549563,-4.5925385778884165,3.7535192502329897,0.8438018183254405,49812619.71701905,2,4.532575493029211,0.0004281989857452038,smoking_2,difference
2.2001345927255382,2.011558646344117,-1.742447907181225,6.142717092632301,0.2740663128461633,16912799725.08512,2,4.046337073553023,2.0742752502593795e-05,smoking_3,difference
-0.061748634478459685,2.1153562813724025,-4.207770760438986,4.084273491482066,0.9767125346408465,125313871860474.61,2,4.474731797411007,2.6648711517294297e-07,smoking_4,difference
-1.3368971821000377,2.1376358308554773,-5.526586422645343,2.8527920584452673,0.5317025048709805,815870552443.1346,2,4.569481886448834,3.372605568546809e-06,drinking_2,difference
-0.5255438316069085,2.057443734003367,-4.55805946234071,3.5069717991268927,0.7983868816541543,411203116.33636165,2,4.232865967988161,0.00013916706770507903,drinking_3,difference
-2.0054906460534427,2.103134007543211,-6.127557555597313,2.116576263490428,0.34030010725060184,51020863123.170105,2,4.423153071551978,1.3054755192600023e-05,drinking_4,difference
-2.0651231414125117,1.4738661806133362,-4.953943372787438,0.8236970899624145,0.16117455440793704,36574.77171266027,2,2.160922905557178,0.00757240853237686,hypertension_2,difference
2.353104201130016,1.4694021687311152,-0.5268712855463513,5.2330796878063826,0.10928782950497504,22180310.700882774,2,2.158684277599032,0.000305637248448633,diabetes_2,difference
1.0233451697798532,1.4703683635266942,-1.8585238780336093,3.9052142175933158,0.48644212374525186,308845313.0559834,2,2.1618601027408797,8.201447952587322e-05,prior_stroke_2,difference
0.11061953410485587,0.2392971151772564,-0.3584547700635255,0.5796938382732373,0.6438994696924977,9372.393017771414,2,0.05667161623567815,0.0003943287309859789,bmi,difference
5.117453845475845,2.3834369201821493,0.43930759162100674,9.795600099330684,0.032069845434191814,845.6317551830521,2,5.485420082658155,0.1302343132194764,education_2,difference
2.0070324309739362,2.328093504209052,-2.5592879052098363,6.573352767157709,0.38876145174546245,1654.290232976589,2,5.286760844415985,0.08883901328293078,education_3,difference
4.716150098938433,2.378036262491502,0.01913714548717227,9.413163052389695,0.04908507770548813,157.25217225803758,2,5.204095845626674,0.3006404133985856,education_4,difference
0.7542622952426647,2.37343534592851,-3.9054711796581483,5.413995770143478,0.7507343535492499,715.1967750613516,2,5.422554763353251,0.14042705196635683,education_5,difference
-4.026182820555781,2.6224638047383504,-9.174401118870765,1.1220354777592023,0.1251386819183095,752.2067265109912,2,6.62656094660287,0.16717030703991578,cysc,difference
-0.3413221429669111,1.2842011992830047,-2.858310242487104,2.175665956553282,0.7904043599656788,136251577614.51021,2,1.6491682524229458,2.978544641058929e-06,ldl,difference
0.029767333092414194,1.3142867646273175,-2.5462005263014267,2.605735192486255,0.9819302448704442,237363.78258754037,2,1.723804235986988,0.0023636424583692232,tg,difference
-0.20182169577813047,1.6080258765692896,-3.3534945002150733,2.9498511086588124,0.9001206122093396,24983988174.496952,2,2.5857308607755276,1.0905960603154817e-05,prior_statin_1,difference
-0.23615717751384002,0.3608028068837068,-0.9433178132057772,0.4710034581780972,0.5127687927667756,6651612.613863314,2,0.1301281904536189,3.365000102834889e-05,sample_day,difference
-0.9715926108702093,1.2125827578247683,-3.348212229030269,1.4050270072898505,0.4229819061975802,2652324.41649555,2,1.4694541073526297,0.00060189148086062,lesion_ml,difference
-0.15188742023922064,0.8473297731966972,-1.8126232621624137,1.5088484216839724,0.8577381078304064,586174959.430893,2,0.7179380899979968,1.9769698379688976e-05,icv_ml,difference
-0.8361627382165215,2.9374510355288854,-6.593460990668761,4.921135514235718,0.7759077880299554,423207926.1039816,2,8.628199151411613,0.00027962314540457906,hdl,difference
